query_id,igv_id,title,url,baseline_rank,rrf_score,ThEM,ThSM,GeoEM,GeoRM,TempEM,TempCM,TGI,TGTI
Q01,66d625ea4c92b073b2002b54,Georgia Weather - Automated Environmental Monitoring Network Page,http://www.georgiaweather.net/,20,0.024086022,0.285714286,0.817599505,0,0,0,,0,
Q01,66d632dd4c92b073b2002be6,NWT wildfire update | Environment and Climate Change,https://www.gov.nt.ca/ecc/services/wildfire-update/en/firedata,21,0.02402746,0,0.811362147,0,0,1,,0,
Q01,66d6f13a9842769ddfefe0ce,WILDFIRES AND DISASTERS | TFS,https://tfsweb.tamu.edu/Burnbans/,22,0.023574561,0,0.77927646,1,1,0,,0.38963823,
Q01,66d6faae9842769ddfefe138,National Data Buoy Center,https://www.ndbc.noaa.gov/,23,0.023128898,0.142857143,0.82836771,0,0,0,,0,
Q01,66d706d19842769ddfefe1bf,"METRO Interactive System Map | Bus and Rail Transit | Houston, Texas",https://map.ridemetro.org/,24,0.022991543,0,0.775935769,1,1,1,,0.387967885,
Q01,66d708829842769ddfefe1d3,Solar Reference Map - FSEC®,https://energyresearch.ucf.edu/solar-certification/solar-reference-map/,25,0.022981366,0.142857143,0.799881339,0,0,0,,0,
Q01,66d5a345f71a5d7a732e7811,Smoke Forecast - FireSmoke.ca,https://firesmoke.ca/forecasts/current/,26,0.02221404,0.142857143,0.819254875,0,0,0,,0,
Q01,66d570b15e27b9bcf8ff9c3d,Five Years of Drought – Adventures In Mapping,https://adventuresinmapping.com/2016/07/12/five-years-of-drought/,27,0.022005772,0,0.807794571,0,0.75,0,,0.151461482,
Q01,66d6f2999842769ddfefe0dd,Current Map | U.S. Drought Monitor,https://droughtmonitor.unl.edu/,28,0.021227364,0,0.828252345,1,1,0,,0.414126173,
Q01,66d625874c92b073b2002b50,LastQuake,https://m.emsc.eu/,29,0.021117609,0,0.805616021,0,0,0,,0,
Q01,66e8a67caf2647a86e74a1cf,USGS WaterWatch -- Streamflow conditions,http://waterwatch.usgs.gov/?m=real&r=ne&w=map,30,0.021025641,0,0.808512598,0,0.75,1,,0.151596112,
Q01,66d6dd71d35448426ca0660f,Groundwater Data Viewer | Texas Water Development Board,https://www3.twdb.texas.gov/apps/waterdatainteractive/groundwaterdataviewer,31,0.020410166,0,0.778071225,1,1,0,,0.389035612,
Q01,66d6d477d28af346fda0a97f,Interactive map: How has local sea level in the United States changed over time? | NOAA Climate.gov,http://www.climate.gov/news-features/features/interactive-map-how-has-local-sea-level-united-states-changed-over-time,32,0.02037037,0,0.802586257,0,0.75,0,,0.150484923,
Q01,66d5a2d2f71a5d7a732e780c,Live Starlink Satellite and Coverage Map,https://satellitemap.space/,33,0.020007885,0,0.787911415,0,0,1,,0,
Q01,66d625724c92b073b2002b4f,Earthquake Live Map,https://earth3dmap.com/earthquake-live-map/,34,0.019878574,0,0.795842081,0,0.75,1,,0.14922039,
Q01,66d5a318f71a5d7a732e780f,Fire and Smoke Map,https://fire.airnow.gov/,35,0.019843597,0,0.800828576,0,0,0,,0,
Q01,66e89873af2647a86e74a137,ATXwatersheds,https://www.atxwatersheds.com/findyourwatershed/,36,0.019722727,0,0.821626037,0,0,0,,0,
Q01,66d6f5c59842769ddfefe101,Impact Map - Climate Impact Lab,https://impactlab.org/map/,37,0.019535325,0,0.816167533,0,0.75,0,,0.153031413,
Q01,66d6f8889842769ddfefe120,Summer Meal Site Map,https://squaremeals.org/Programs/Summer-Meal-Programs/Summer-Meal-Site-Map,38,0.019460949,0,0.744144469,1,1,0,,0.372072235,
Q01,66e89a12af2647a86e74a146,Sea Level Rise and Coastal Flooding Impacts,https://coast.noaa.gov/slr/#/layer/slr,39,0.019211409,0,0.816745222,1,1,0,,0.408372611,
Q01,66d711309842769ddfefe233,Interactive Map | Beltline,https://beltline.org/map/,40,0.019127841,0,0.768335074,0,0,1,,0,
Q02,66d6d477d28af346fda0a97f,Interactive map: How has local sea level in the United States changed over time? | NOAA Climate.gov,http://www.climate.gov/news-features/features/interactive-map-how-has-local-sea-level-united-states-changed-over-time,1,0.032522475,0.25,0.895623386,0,0,0.5,0.524096386,0,0
Q02,66e89a12af2647a86e74a146,Sea Level Rise and Coastal Flooding Impacts,https://coast.noaa.gov/slr/#/layer/slr,2,0.032522475,0.625,0.909607351,0,0,0,0.030120482,0,0
Q02,66d6d53fd28af346fda0a988,Sea Level Projection Tool – NASA Sea Level Change Portal,https://sealevel.nasa.gov/ipcc-ar6-sea-level-projection-tool,3,0.031498016,0.25,0.865474433,0,0,0,,0,
Q02,66d6fae29842769ddfefe13a,NOAA Tides and Currents,https://tidesandcurrents.noaa.gov/,4,0.031257631,0.25,0.867882639,0,0,0,,0,
Q02,66d6ddbdd35448426ca06613,"Flood Map: Elevation Map, Sea Level Rise Map",https://www.floodmap.net/,5,0.030536131,0.375,0.869253784,0,0,0,0.006024096,0,0
Q02,66d5709d5e27b9bcf8ff9c3c,"earth :: a global map of wind, weather, and ocean conditions",https://earth.nullschool.net/#current/wind/surface/level/orthographic=-34.28 57.06 257/loc=-17.124 57.517,6,0.028665029,0,0.845321238,0,0,0,0.084337349,0,0
Q02,66d5a1c4f71a5d7a732e7800,"earth :: a global map of wind, weather, and ocean conditions",https://earth.nullschool.net/,7,0.028665029,0,0.845321238,0,0,0,0.084337349,0,0
Q02,66d5a153f71a5d7a732e77fb,National Weather Service - Graphical Forecast,https://digital.weather.gov/,8,0.028169014,0,0.822921991,0,0,0,,0,
Q02,66d6f5c59842769ddfefe101,Impact Map - Climate Impact Lab,https://impactlab.org/map/,9,0.028125,0.125,0.83305347,0,0,0,0.777108434,0,0
Q02,66d570b15e27b9bcf8ff9c3d,Five Years of Drought – Adventures In Mapping,https://adventuresinmapping.com/2016/07/12/five-years-of-drought/,10,0.027443609,0,0.829182178,0,0,0,0.048192771,0,0
Q02,66d6f4249842769ddfefe0ef,CBRS Mapper,https://fwsprimary.wim.usgs.gov/CBRSMapper-v2/,11,0.026084011,0,0.815169901,0,0,0,0.006024096,0,0
Q02,66d6d554d28af346fda0a989,Interactive Map | Mountains-to-Sea Trail,https://mountainstoseatrail.org/the-trail/map/,12,0.02605042,0,0.808914542,0,0,0,0.006024096,0,0
Q02,66d6ed6c9842769ddfefe0a1,Chart Locator,https://www.charts.noaa.gov/InteractiveCatalog/nrnc.shtml,13,0.025794938,0,0.782405972,0,0,0,,0,
Q02,66d62c754c92b073b2002b9d,Radar Data,https://www.ncei.noaa.gov/maps/radar/,14,0.022273612,0,0.782411098,0,0,0,0.180722892,0,0
Q02,66d6d5acd28af346fda0a98d,Global Migration,https://coolmaps.esri.com/Migration/Trends/,15,0.021895351,0,0.786248744,0,0,0,0.144578313,0,0
Q02,66d7107a9842769ddfefe22c,MassDEP Online Map Viewer - Wetland and Wetland Change Areas Map,https://maps.massgis.digital.mass.gov/images/dep/omv/wetviewer.htm,16,0.021431829,0,0.81127274,0,0,0,0.084337349,0,0
Q02,66d6f40e9842769ddfefe0ee,Maine Geological Survey: Coastal Sand Dune Geology - Digital Data,https://www.maine.gov/dacf/mgs/pubs/digital/dunes.htm,17,0.021372549,0.125,0.850703537,0,0,0,0.126506024,0,0
Q02,66d6f2999842769ddfefe0dd,Current Map | U.S. Drought Monitor,https://droughtmonitor.unl.edu/,18,0.02115942,0,0.802677631,0,0,0,0.006024096,0,0
Q02,66d708829842769ddfefe1d3,Solar Reference Map - FSEC®,https://energyresearch.ucf.edu/solar-certification/solar-reference-map/,19,0.021025641,0,0.79902339,0,0,0,0.102409639,0,0
Q02,66d700ca9842769ddfefe17c,Water Boards Map | California State Water Resources Control Board,https://www.waterboards.ca.gov/waterboards_map.html,20,0.020590315,0,0.770214677,0,0,0,0.006024096,0,0
Q02,66e8a67caf2647a86e74a1cf,USGS WaterWatch -- Streamflow conditions,http://waterwatch.usgs.gov/?m=real&r=ne&w=map,21,0.020365297,0,0.82474196,0,0,0,0.006024096,0,0
Q02,66d62be64c92b073b2002b97,Hawaiian Volcano Observatory | U.S. Geological Survey,https://www.usgs.gov/observatories/hvo,22,0.02018018,0,0.818058044,0,0,0,0.006024096,0,0
Q02,66d6faae9842769ddfefe138,National Data Buoy Center,https://www.ndbc.noaa.gov/,23,0.019824561,0,0.831717342,0,0,0,,0,
Q02,66d700799842769ddfefe179,Map,https://wdlbeta.water.ca.gov/Map.aspx,24,0.019719123,0,0.797737598,0,0,0,,0,
Q02,66d6fefb9842769ddfefe168,Billion-Dollar Weather and Climate Disasters | National Centers for Environmental Information (NCEI),https://www.ncei.noaa.gov/access/billions/mapping,25,0.01965368,0,0.818237215,0,0,0,0.006024096,0,0
Q02,66d6d512d28af346fda0a986,River Plastic Pollution Sources | The Ocean Cleanup,https://theoceancleanup.com/sources/,26,0.019651235,0,0.824109882,0,0,0,,0,
Q02,66d6fff39842769ddfefe173,Map of Drought Impacts,https://droughtreporter.unl.edu/map/,27,0.019487179,0,0.817601144,0,0,0,0.006024096,0,0
Q02,66d5ac96273dcf5492269176,Interactive Map | British Columbia Assembly of First Nations,https://www.bcafn.ca/first-nations-bc/interactive-map,28,0.01937878,0,0.763944417,0,0,0,0.006024096,0,0
Q02,66e8a79baf2647a86e74a1dc,High Plains Aquifer Interactive Atlas,http://www.kgs.ku.edu/HighPlains/HPA_Atlas/InteractiveAtlas.html,29,0.019366036,0,0.781052351,0,0,0,,0,
Q02,66d5a6dcf71a5d7a732e7838,Interactive Map – CRT Forward Tracking Project,https://crtforward.law.ucla.edu/map/,30,0.019322344,0,0.781358927,0,0,0,,0,
Q02,66d6fde59842769ddfefe15c,Campus Map | Coastal Carolina,https://www.coastal.edu/map/,31,0.019246191,0.125,0.772904843,0,0,0,,0,
Q02,66e888fedca1e1ff7088bd24,Weather Prediction Center,https://www.wpc.ncep.noaa.gov/NationalForecastChart/map.php,32,0.019147005,0,0.777041584,0,0,0,0.006024096,0,0
Q02,66d70afd9842769ddfefe1ee,Harris County Flood Education Mapping Tool,https://www.harriscountyfemt.org/,33,0.019012346,0.125,0.822001636,0,0,0,,0,
Q02,66d6da04d28af346fda0a9bf,Map | National Risk Index,https://hazards.fema.gov/nri/map,34,0.018861789,0,0.803559899,0,0,0,,0,
Q02,66d705e69842769ddfefe1b5,Know Your Zone - South Carolina Emergency Management Division,https://www.scemd.org/prepare/know-your-zone/,35,0.018716578,0,0.766581237,0,0,0,0.078313253,0,0
Q02,66d5ae92273dcf549226918c,National Water Prediction Service - NOAA,https://water.noaa.gov/,36,0.018714859,0,0.806271911,0,0,0,,0,
Q02,66e8a6b2af2647a86e74a1d1,National Water Prediction Service - NOAA,https://water.weather.gov/ahps/forecasts.php,37,0.018714859,0,0.806271911,0,0,0,,0,
Q02,66d6de80d35448426ca0661c,Hunger & Poverty in the United States | Map the Meal Gap,https://map.feedingamerica.org/,38,0.01867284,0,0.749591917,0,0,0,0.018072289,0,0
Q02,66d6d907d28af346fda0a9b4,Interactive Beach Water Quality Dashboard | Mass.gov,https://www.mass.gov/info-details/interactive-beach-water-quality-dashboard,39,0.018294574,0,0.818565577,0,0,0,0.006024096,0,0
Q02,66d6d6d0d28af346fda0a99b,Light pollution map,https://www.lightpollutionmap.info/,40,0.01816092,0,0.801562071,0,0,0,0.072289157,0,0
Q03,66d5a318f71a5d7a732e780f,Fire and Smoke Map,https://fire.airnow.gov/,1,0.032786885,0.714285714,0.886377484,0.666666667,0.666666667,0,1,0.533554399,0.2667772
Q03,66d5a345f71a5d7a732e7811,Smoke Forecast - FireSmoke.ca,https://firesmoke.ca/forecasts/current/,2,0.031746032,0.142857143,0.866681844,0,0,0,0,0,0
Q03,66d62d364c92b073b2002ba6,Current air quality conditions | Minnesota Pollution Control Agency,https://www.pca.state.mn.us/air-water-land-climate/current-air-quality-conditions,3,0.031513648,0.142857143,0.860783368,0,0,0,0,0,0
Q03,66e89d28af2647a86e74a168,Wildfire Aware,https://livingatlas.arcgis.com/wildfireaware/#,4,0.031280547,0.285714286,0.847938359,0,0,1,1,0,0
Q03,66d632dd4c92b073b2002be6,NWT wildfire update | Environment and Climate Change,https://www.gov.nt.ca/ecc/services/wildfire-update/en/firedata,5,0.03125,0.285714286,0.844204128,0,0,0,0,0,0
Q03,66d6f13a9842769ddfefe0ce,WILDFIRES AND DISASTERS | TFS,https://tfsweb.tamu.edu/Burnbans/,6,0.030536131,0.285714286,0.838945925,0,0,0,,0,
Q03,66d5a3f6f71a5d7a732e7818,Interactive maps,https://airquality.wi.gov/,7,0.028814262,0.285714286,0.833977371,0,0,0,,0,
Q03,66d701a49842769ddfefe186,Air Pollution in Asia: Real-time Air Quality Index Visual Map,https://aqicn.org/map/asia/,8,0.026671408,0.285714286,0.828392506,0,0,0,,0,
Q03,66d5709d5e27b9bcf8ff9c3c,"earth :: a global map of wind, weather, and ocean conditions",https://earth.nullschool.net/#current/wind/surface/level/orthographic=-34.28 57.06 257/loc=-17.124 57.517,9,0.026480836,0,0.824735671,0,0,1,1,0,0
Q03,66d5a1c4f71a5d7a732e7800,"earth :: a global map of wind, weather, and ocean conditions",https://earth.nullschool.net/,10,0.026480836,0,0.824735671,0,0,1,1,0,0
Q03,66d5a3a9f71a5d7a732e7815,World's Air Pollution: Real-time Air Quality Index,https://waqi.info/,11,0.025521669,0.285714286,0.836987138,0,0,0,,0,
Q03,66d5a3ddf71a5d7a732e7817,Real-Time Air Quality Map | PurpleAir,https://map.purpleair.com/,12,0.025232198,0.285714286,0.829639137,0,0,0,,0,
Q03,66d6d477d28af346fda0a97f,Interactive map: How has local sea level in the United States changed over time? | NOAA Climate.gov,http://www.climate.gov/news-features/features/interactive-map-how-has-local-sea-level-united-states-changed-over-time,13,0.025,0,0.807394058,0.333333333,0.333333333,0,0,0.134565676,0
Q03,66e889d8dca1e1ff7088bd2c,Visit Washington State | Washington State Tourism,http://www.experiencewa.com/,14,0.024393872,0,0.740935683,0.666666667,0.666666667,0,0,0.246978561,0
Q03,66d708829842769ddfefe1d3,Solar Reference Map - FSEC®,https://energyresearch.ucf.edu/solar-certification/solar-reference-map/,15,0.024152481,0,0.809199691,0,0,1,1,0,0
Q03,66d6d907d28af346fda0a9b4,Interactive Beach Water Quality Dashboard | Mass.gov,https://www.mass.gov/info-details/interactive-beach-water-quality-dashboard,16,0.024099685,0,0.799661219,0,0,0,0,0,0
Q03,66d6d53fd28af346fda0a988,Sea Level Projection Tool – NASA Sea Level Change Portal,https://sealevel.nasa.gov/ipcc-ar6-sea-level-projection-tool,17,0.023856578,0,0.777531922,0.333333333,0.333333333,0,,0.129588654,
Q03,66d700799842769ddfefe179,Map,https://wdlbeta.water.ca.gov/Map.aspx,18,0.023822792,0.142857143,0.783361405,0,0,0,,0,
Q03,66d7055d9842769ddfefe1af,Washington Park Arboretum Interactive Map ~ UW Botanic Gardens,https://depts.washington.edu/uwbg/gardens/map.shtml,19,0.023458811,0,0.760876536,0.333333333,0.583333333,0,0,0.17436754,0
Q03,66d6fe2a9842769ddfefe15f,Coastal Atlas - Map,https://apps.ecology.wa.gov/coastalatlasmap,20,0.023000661,0,0.758377761,0.333333333,0.583333333,0,,0.173794903,
Q03,66d5a153f71a5d7a732e77fb,National Weather Service - Graphical Forecast,https://digital.weather.gov/,21,0.022857889,0,0.80016607,0,0,0,,0,
Q03,66d625a04c92b073b2002b51,GIS,https://www.weather.gov/gis/,22,0.02233947,0,0.826433837,0,0,0,0,0,0
Q03,66e89a12af2647a86e74a146,Sea Level Rise and Coastal Flooding Impacts,https://coast.noaa.gov/slr/#/layer/slr,23,0.022321429,0,0.810011238,0.333333333,0.583333333,1,0,0.185627575,0.092813788
Q03,66d708f69842769ddfefe1d9,Interactive Map - Mountains To Sound Greenway Trust,https://mtsgreenway.org/explore/map/,24,0.02208561,0,0.769082248,0.333333333,0.333333333,0,0,0.128180375,0
Q03,66d6d6d0d28af346fda0a99b,Light pollution map,https://www.lightpollutionmap.info/,25,0.022068511,0,0.800671756,0,0,1,1,0,0
Q03,66d70ae79842769ddfefe1ed,Prescribed Burn Associations | Great Plains Fire Science Exchange,https://gpfirescience.org/prescribed-burn-associations/,26,0.022028986,0.142857143,0.79817751,0,0,0,0,0,0
Q03,66d6faf79842769ddfefe13b,Ducks Unlimited Waterfowl Migration Map & Hunting Reports,https://www.ducks.org/migrationmap,27,0.021792024,0,0.784073979,0,0,1,1,0,0
Q03,66d5a169f71a5d7a732e77fc,Interactive weather maps - OpenWeatherMap,https://openweathermap.org/weathermap,28,0.020973701,0,0.810975492,0,0,0,,0,
Q03,66d6fae29842769ddfefe13a,NOAA Tides and Currents,https://tidesandcurrents.noaa.gov/,29,0.020740884,0,0.808353603,0,0,0,,0,
Q03,66d6e8bb9842769ddfefe06a,Washington's interactive accessibility recreational map | Washington Department of Fish & Wildlife,https://wdfw.wa.gov/accessibility/map,30,0.02012987,0,0.762503117,0.333333333,0.583333333,0,1,0.174740298,0.087370149
Q03,66d5a661f71a5d7a732e7833,COVID-19 Map - Johns Hopkins Coronavirus Resource Center,https://coronavirus.jhu.edu/map.html,31,0.019961427,0,0.773514271,0,0,1,1,0,0
Q03,66d6f5c59842769ddfefe101,Impact Map - Climate Impact Lab,https://impactlab.org/map/,32,0.01982684,0,0.808423638,0,0,0,1,0,0
Q03,66d5a19bf71a5d7a732e77fe,NWS Radar,https://radar.weather.gov/,33,0.019463341,0,0.786566317,0,0,0,,0,
Q03,66d571b65e27b9bcf8ff9c48,"Mapping the Shadows of New York City: Every Building, Every Block - The New York Times",https://www.nytimes.com/interactive/2016/12/21/upshot/Mapping-the-Shadows-of-New-York-City.html?_r=0,34,0.019322344,0,0.779681206,0,0,0,0,0,0
Q03,66e8a79baf2647a86e74a1dc,High Plains Aquifer Interactive Atlas,http://www.kgs.ku.edu/HighPlains/HPA_Atlas/InteractiveAtlas.html,35,0.019320215,0,0.799227923,0,0,0,,0,
Q03,66d5a1dbf71a5d7a732e7801,2023 USDA Plant Hardiness Zone Map | USDA Plant Hardiness Zone Map,https://planthardiness.ars.usda.gov/home,36,0.018957772,0,0.796196848,0,0,1,1,0,0
Q03,66d6fefb9842769ddfefe168,Billion-Dollar Weather and Climate Disasters | National Centers for Environmental Information (NCEI),https://www.ncei.noaa.gov/access/billions/mapping,37,0.0185633,0,0.809931636,0,0,0,0,0,0
Q03,66d70c139842769ddfefe1fa,Lumen Field - Interactive Map,https://www.lumenfield.com/plan-your-visit/stadium-map,38,0.018357488,0,0.7542063,0.333333333,0.333333333,0,0,0.12570105,0
Q03,66e888fedca1e1ff7088bd24,Weather Prediction Center,https://www.wpc.ncep.noaa.gov/NationalForecastChart/map.php,39,0.018225918,0,0.770438313,0,0,0,0,0,0
Q03,66d6fb7f9842769ddfefe141,2022 Mpox Outbreak Global Map | Mpox | Poxvirus | CDC,https://www.cdc.gov/poxvirus/mpox/response/2022/world-map.html,40,0.01806381,0,0.774796069,0,0,1,1,0,0
Q04,66d622f34c92b073b2002b34,Campus Sustainability Map: sustainNU - Northwestern University,https://www.northwestern.edu/sustainability/take-action/campus-sustainability-map.html,1,0.032266458,0.285714286,0.876653522,0,0.75,1,1,0.217943964,0.217943964
Q04,66d623244c92b073b2002b36,Sustainability Map | Sustainable UC Davis,https://sustainability.ucdavis.edu/sustainability-map,2,0.031318816,0.285714286,0.880307913,0,0,0,0.2,0,0
Q04,66d6307a4c92b073b2002bcb,Sustainability Map – Green Toolkit,https://green.usc.edu/sustainability-map/,3,0.031024531,0.142857143,0.841027081,0,0,0,,0,
Q04,66d5a786f71a5d7a732e7840,Sustainability at Geneseo: A Global Impact | SUNY Geneseo,https://www.geneseo.edu/sustainability,4,0.031009615,0.285714286,0.870554686,0,0.75,0.5,0.4,0.216800432,0.097560194
Q04,66d6f3199842769ddfefe0e3,Carbon-Free Energy - Amazon Sustainability,https://sustainability.aboutamazon.com/climate-solutions/carbon-free-energy,5,0.030834915,0.285714286,0.842289865,1,1,1,0.6,0.564002075,0.45120166
Q04,66d6302f4c92b073b2002bc8,Sustainability Map | Sustainable Campus,https://sustainablecampus.cornell.edu/sustainability-map,6,0.030621786,0.285714286,0.883615673,0,0,0.5,0.2,0,0
Q04,66d6293a4c92b073b2002b7a,The Cloud - Amazon Sustainability,https://sustainability.aboutamazon.com/products-services/the-cloud,7,0.029910714,0.428571429,0.837760478,1,1,0,1,0.633165953,0.316582977
Q04,66d622dc4c92b073b2002b33,Sustainability Map | Planet Blue,https://planetblue.umich.edu/campus/about/sustainability-map/,8,0.029631255,0.142857143,0.827049047,0,0.75,0.5,1,0.181857411,0.136393058
Q04,66d6f5c59842769ddfefe101,Impact Map - Climate Impact Lab,https://impactlab.org/map/,9,0.027730294,0,0.812576562,1,1,0.5,1,0.406288281,0.304716211
Q04,66d62efc4c92b073b2002bb9,Campus Maps | University of Nebraska–Lincoln,https://maps.unl.edu/,10,0.027313266,0.142857143,0.826724082,0,0.75,0,,0.18179648,
Q04,66d5a71ef71a5d7a732e783b,Sustainable Development Report 2024,https://dashboards.sdgindex.org/map,11,0.026742735,0,0.801237851,0,0,0.5,0.2,0,0
Q04,66d704549842769ddfefe1a3,FDRL Free Food Map | Penn State College of Health and Human Development,https://hhd.psu.edu/shm/research/industry-research-and-thought-leadership/food-decisions-research-laboratory-fdrl/fdrl-free,12,0.026334026,0,0.77808392,0,0.75,0,,0.145890735,
Q04,66d5709d5e27b9bcf8ff9c3c,"earth :: a global map of wind, weather, and ocean conditions",https://earth.nullschool.net/#current/wind/surface/level/orthographic=-34.28 57.06 257/loc=-17.124 57.517,13,0.025937082,0,0.786668301,0,0.5,1,1,0.098333538,0.098333538
Q04,66d5a1c4f71a5d7a732e7800,"earth :: a global map of wind, weather, and ocean conditions",https://earth.nullschool.net/,14,0.025937082,0,0.786668301,0,0.5,1,1,0.098333538,0.098333538
Q04,66e888fedca1e1ff7088bd24,Weather Prediction Center,https://www.wpc.ncep.noaa.gov/NationalForecastChart/map.php,15,0.024288589,0,0.769576907,0,0.75,0.5,0.2,0.14429567,0.050503485
Q04,66d5a1dbf71a5d7a732e7801,2023 USDA Plant Hardiness Zone Map | USDA Plant Hardiness Zone Map,https://planthardiness.ars.usda.gov/home,16,0.024115297,0,0.778403908,1,1,0,0.8,0.389201954,0.155680782
Q04,66d700e29842769ddfefe17d,Lead Water Service Line Map,https://www.grandrapidsmi.gov/Government/Departments/Water-System/Lead-in-Drinking-Water/Lead-Water-Service-Line-Map,17,0.023894183,0,0.76262787,1,1,0.5,1,0.381313935,0.285985451
Q04,66d6d6d0d28af346fda0a99b,Light pollution map,https://www.lightpollutionmap.info/,18,0.023128342,0,0.764479935,0,0.5,0.5,0.8,0.095559992,0.062113995
Q04,66d6de80d35448426ca0661c,Hunger & Poverty in the United States | Map the Meal Gap,https://map.feedingamerica.org/,19,0.023098367,0,0.772433579,1,1,0.5,0.6,0.386216789,0.212419234
Q04,66d625ea4c92b073b2002b54,Georgia Weather - Automated Environmental Monitoring Network Page,http://www.georgiaweather.net/,20,0.023088023,0.142857143,0.779154241,0,0.75,1,1,0.172877134,0.172877134
Q04,66d5a972f71a5d7a732e7856,U.S. County Migration Patterns,https://flowsmapper.geo.census.gov/map.html,21,0.022195122,0,0.748143032,1,1,0.5,0.2,0.374071516,0.130925031
Q04,66d571625e27b9bcf8ff9c45,Count Love,https://countlove.org/,22,0.021561256,0,0.775370061,0,0.5,0,0.4,0.096921258,0.019384252
Q04,66d56bca677e1a3eb334eb3d,Lowy Institute Global Diplomacy Index 2024,https://globaldiplomacyindex.lowyinstitute.org/,23,0.021222505,0,0.747582063,0,0.75,1,1,0.140171637,0.140171637
Q04,66d6fde59842769ddfefe15c,Campus Map | Coastal Carolina,https://www.coastal.edu/map/,24,0.021204131,0.142857143,0.816761553,1,1,0,,0.479809348,
Q04,66d572485e27b9bcf8ff9c4d,Ungentry,http://codeforboston.github.io/ungentry/,25,0.020330237,0,0.780106068,0,0.75,0,0,0.146269888,0
Q04,66e89d28af2647a86e74a168,Wildfire Aware,https://livingatlas.arcgis.com/wildfireaware/#,26,0.020251938,0,0.770029366,0,0,0.5,0.8,0,0
Q04,66e8a95daf2647a86e74a1f0,Reliable Map Data for Hands-Free Driving | DMP North America,https://dmp-maps.com/products/products-services/,27,0.020008003,0,0.729903758,1,1,0.5,0.2,0.364951879,0.127733158
